Tahun,Wilayah,Intercept_Beta0,Beta_RLS,Beta_STS,Beta_PPK,t_Intercept,t_RLS,t_STS,t_PPK,Local_R2,Condition_Number
2023,Fak Fak,0.06086166668342674,-0.7376018188985762,0.22085034544643745,-0.23161457205072655,0.48963347342499275,-2.8353307718163063,0.9503699385414585,-1.3685075149564803,0.6659842944378117,0.08741283812572079
2023,Kaimana,0.15389397953221196,-0.6419318786866547,0.07326641460476528,-0.2748771194660627,1.199071201225054,-2.4043451941264236,0.2890161788695684,-1.4811585662778546,0.6901785802594056,0.07311270497939454
2023,Manokwari,0.11038565988604063,-0.3782396608323118,0.11172425348500867,-0.3906252797472868,0.851622500157335,-1.442429867165339,0.4751055753566351,-2.3412266915197586,0.6855355017728302,0.03891438209290761
2023,Pegunungan Arfak,0.10520730175474398,-0.4175955109582261,0.12350549741613248,-0.3739306251049259,0.8186284099489733,-1.6039871527382918,0.5262876383362491,-2.247047571314952,0.6831038080299985,0.01486486488365153
2023,Teluk Bintuni,0.06859559029593645,-0.580338524526816,0.1882636182130091,-0.30577138373210755,0.5418142666760938,-2.245731869314882,0.8055184347355389,-1.8379494557931992,0.6739481324729921,0.11571785870057376
2023,Teluk Wondama,0.21546380194332648,-0.4215559824824647,-0.01817124553812932,-0.3620892399747028,1.7515930293648363,-1.6423459492710806,-0.07352864428930053,-2.0242739027925487,0.6809139434241372,0.09239690225818142
2023,Manokwari Selatan,0.15289774437637677,-0.37900527505801507,0.06527899887532063,-0.3809907875043814,1.2156282274847836,-1.4716650421553517,0.27761113937619547,-2.2731618016468764,0.6806752991872294,0.06303245072903223
2023,Kota Sorong,-0.027624261834740815,-0.5777286045173127,0.28379766008038365,-0.32077396434503835,-0.19835350273753957,-2.120013248745628,1.177169827221066,-1.8888232684515383,0.6722219435052349,0.013356204127694383
2023,Maybrat,0.02660887272975304,-0.5471808867325338,0.22564839456998947,-0.32810387381024364,0.200787939647864,-2.0655992239171277,0.9530218521605511,-1.96087284389231,0.676464280875007,0.10286597558166533
2023,Raja Ampat,-0.05820627127212413,-0.6985839436901286,0.3357957087712924,-0.2656552606392169,-0.4147292744799884,-2.5288430005563773,1.3765094091637988,-1.5365818984904573,0.6589705702329353,0.08730401522377819
2023,Sorong,-0.019392178595485657,-0.589311465713218,0.27809520110940134,-0.31431787172381975,-0.14098068817982903,-2.1757595836825137,1.1575771892391447,-1.855004252739549,0.6716814958768941,0.03797151939362917
2023,Sorong Selatan,0.006545813998927369,-0.5986675839528494,0.2546490957898652,-0.30664567508978596,0.04907324410081259,-2.246199354351344,1.0707120460370096,-1.8224720439457724,0.6720702499502407,0.01314157734395596
2023,Tambrauw,0.03299637342843055,-0.482644419927201,0.2079382420140072,-0.3572242503742276,0.24588376553611965,-1.8108526300362973,0.8771757462404319,-2.135323464905691,0.681543327000461,0.1024190892727915
